ffq_Id,,Ile (Isoleucine),Leu (Leucine),Lys (Lysine),Met (Methionine),Cys (Cysteine),Phe (Phenylalanine),Tyr (Tyrosine),Thr (Threonine),Try (Tryptophan),Val (Valine),Arg (Arginine),His (Histidine),Ala (Alanine),Asp (Aspartic Acid),Glu (Glutamic acid),Gly (Glycine),Pro (Proline),Ser (Serine)
R_2bH2BT57uS4Taps,4654.62,7928.16,6194.08,1996.08,1646.92,5335.89,3643.31,3929.33,1375.3,5442.56,8327.96,2903.86,4997.27,10549.17,22516.77,5114.81,6732.47,5329.26
R_2Bny7Aje6FVFMjF,5827.75,10287.43,7674.8,2701.49,1888.36,6359.26,4703.22,4902.45,1643.37,7101.21,9134.08,3548.07,6178.69,12157.45,25711.92,5756.27,8341.64,6734.05
R_2BsXXgjvVdXWTpM,13789.1,23947.77,22158.57,7225.61,4521.27,14704.26,10065.87,12914.47,3876.21,17334.79,17411.3,9395.48,15707.04,28550.14,52222.56,13930.52,18940.85,15121.68
R_2bW6TWLThSWNOq3,9498.54,16635.84,12827.6,4564.68,3138.94,9962.93,7336.52,8220.6,2637.84,11423.81,12690,5348.2,9880.55,19753.43,43873.53,8466.46,15250.65,10936.59
R_2COMatNirwt9a1X,4880.65,8594.1,5819.88,2239.5,1758.69,5263.84,3695.01,4156.14,1393.34,6021.79,5905.24,2704.53,4684.13,9384.19,23492.73,3964.82,8328.05,5772.84
R_2CPLvrlITHPROsu,4187.39,7266.04,5289.63,1870.76,1355.32,4365.11,2883.54,3629.93,1183.21,4986.89,4699.63,2257.12,3922.34,8328.68,19020.9,3102.07,7067.1,4603.91
R_2CyzIkfv6iU0Lpx,2458.53,4045.43,3685.78,1149.92,850.26,2555.92,1764.84,2164.11,677.89,2791.35,3280.62,1464.49,2664.07,5684.05,10774.71,2467.13,3372.31,2535.42
R_2dp7xmptKJ8yuVh,2775.33,4859.66,3213.97,1269,1051.24,3080.36,2096.73,2386.87,821.38,3464.3,3592.44,1549.83,2603.88,5506.22,13873.8,2274.9,4955.74,3447.88
R_2dRuvjNaiVs0MnR,3114.64,5488.69,3688.6,1364.33,1049.98,3611.43,2519.34,2664.73,954.12,3938.47,4707.19,1792.2,2921.28,6953.97,15234.56,2777.4,5129.88,3756.99
R_2ePQkpnRzoG5xLh,12263.43,22178.28,15158.35,5660.9,3714.54,13277.73,9614.8,10604.99,3497.14,15517.72,13753.73,6861.05,10456.65,23525.25,58758.59,8420.33,21994.04,14617.08
R_2f6BLJpNmGm6ueF,3111.03,5233.77,4282.89,1439.37,915.51,3198.58,2239.2,2675.45,880.2,3755.92,4382.76,1822.29,2953.96,6567.65,12971.21,2643.29,4380.23,3293.22
R_2fdp7XnfFAWaIlU,3400.52,5821.19,4797.75,1635.48,1112,3518.25,2433.16,2928.2,919.07,3945.14,3783.08,1992.87,3278.35,6267.66,15579.18,2737.1,5560.64,3629.93
R_2fDuHU53dklPYNi,3147.54,5318.83,3782.8,1327.87,1195.24,3454.75,2365.11,2781.41,975.95,3820.89,4144.76,1715.89,3032.19,8000.03,14690.46,2605.63,5217.06,3824.87
R_2fqHp8pRIJaxkY4,4380.93,7786.21,4948.6,1621.24,1667.2,5430.41,3548.3,3591.76,1435.76,5307.95,9310.06,2737.45,4506.31,11163.18,22087.52,4964.43,6793.22,5618.2
R_2fx2piBvMXPqOvD,3253.06,5805.36,3641.8,1275.81,1173.02,3775.25,2622.96,2755.51,1025.74,3953.61,4765.22,1861.47,3218.72,7547.17,15285.95,3018.17,5032.7,3876.02
R_2l9EgCdh0kuuoSt,13879.45,23450.51,22888.84,7147.94,4095.72,13512.12,10551.83,12500.56,3637.73,15957.78,17430.74,8636.4,15678.29,26172.05,55699.04,13941.32,18844.17,14066.6
R_2mzaUQ18rktr5xT,1426.15,2323.49,2235.46,685.08,469.46,1426.88,1005.02,1259.8,390.14,1617.29,2011.1,870.96,1591.33,3087.1,5975.98,1513.18,1870.98,1412.78
R_2OJYkkImcA2sQfX,5011.15,8997.59,5761.43,2287.5,2024.06,5606.66,3836.45,4238.17,1460.04,6105.76,5734.84,2896.5,4502.05,8931.89,28489.15,3920.5,10590.21,6171.79
R_2OPdyObL8Jap5Ci,85353.16,142985.31,131991.51,44651.59,29205.78,82992.44,63357.07,76742.67,22986.79,96690.7,113288.47,51421.01,101901.34,172102.54,369239.25,87767.49,123913.22,92406.85
R_2P6vodWNMy1crmo,4909.56,8423.58,6606.53,2361.49,1739.77,5090.48,3634.5,4198.05,1422.59,5970.17,7393.38,2908.44,4889.62,9284.83,23857.63,4550.11,7782.07,5422.88
R_2PkjEpmMATStdpE,4855.51,8537.67,6137.8,2343.46,1724.93,5104.5,3599.52,4175.62,1351.33,5890.88,5447.02,2673.99,4817.22,9574.44,23890.34,3902.22,8738.1,5620.98
R_2Pznjl0RG2nVioe,3469.95,6222.12,3964.89,1261.53,1278.05,4435.39,3060.48,2864.38,1159.78,4258.78,8455.15,2213.54,3779.18,9676.56,16605.13,4372.98,4445.48,4433.21
R_2q1K7Zt3XCgb5Hy,5736.68,9667.66,7821.08,2736.79,1824.96,5917.93,4124.2,5010.12,1620.68,6917.95,6930.98,3292.68,5546.08,11236.82,24961.94,4547.2,8397.24,6247.21
R_2q2wJ0Ld59eVn5H,3570.62,5975.88,5376.62,1688.92,1078.73,3624.4,2572.37,3188.34,1001.27,4187.31,4946.3,2193.07,3964.52,8033.82,14090.62,3640.6,4947.75,3633.51
R_2qgTPfwjkfo0dKX,1573.91,2611.25,2204.83,786.32,540.35,1609.86,1147.49,1410.8,449.22,1937.28,2105.37,924.65,1748.54,3355.01,6137.62,1486.49,1873.9,1733.89
R_2QnDK4tNgsgRCgl,6792.67,11959.59,9038.85,3199.31,2417.96,7544.18,5579.42,5896.68,2003.27,8227.4,10480.65,4135.49,7247.51,14322.71,32315.85,6951.16,10767.44,7943.57
R_2QnXUvAlHRasXm7,3363.13,5849.1,4723,1618.72,948.95,3426.15,2528.53,2927.16,932.79,4129.83,4231.83,1950.08,3090.83,6337.28,14850.79,2567.96,5446.83,3664.57
R_2qvAai6D5AGfvUP,4774.89,8045.72,6551.51,2231.21,1554.88,4906.21,3434.54,4291.72,1388.88,5716.7,6302.62,2760.73,5002.21,10365.2,19503.89,4285.37,6677.89,5072.84
R_2QxmUyX5MTBtEF8,5530.44,9222.64,7802.44,2619.68,1649.49,5539.25,3944.95,4979.26,1555.41,6725.59,6722.3,3122.47,5236.55,11004.98,21577.28,4189.77,7700.74,5839.69
R_2rvHw8uhbwnQto8,3134.54,5431.26,3881.56,1438.51,1012.53,3314.46,2208.89,2652.47,912.66,3717.54,3251.13,1798.2,2913.54,6038.58,15022.91,2416.52,5363.9,3491.61
R_2s0yqfo7oyqw6cp,2030.61,3527.68,2462.86,900.19,633.14,2131.23,1456.6,1730.06,610.24,2505.95,2368.88,1123.63,1654.84,3514.4,9711.36,1385.57,3494.5,2203.53
R_2S1dxtnW08E8wNW,3421.75,5999.79,4090.95,1352.78,1149.55,3851.14,2476.41,2917.55,1068.24,4105.03,5827.44,1999.15,3669.76,8485.98,15949.45,3410.73,5048.68,4048.93
R_2SGHbqzsyBnPrJN,1954.02,3317.15,2234.66,814.91,743.38,2195.96,1416.63,1647.51,611.05,2370.58,2697.78,1130.53,1770.22,4162.26,9999.65,1629.2,3488.17,2254.02
R_2SISlHnk8Xm2zZP,3773.2,6540.27,4579.54,1694.39,1146.71,4017.93,2830.44,3194.48,1109.64,4706.34,4462.38,2044.1,3140.18,7747.68,16989.62,2611.48,6183.72,4371.41
R_2Sk7ZzvD9YtT3s7,2484.92,4391.24,3047.56,989.9,822.37,2864.45,2012.11,2110.93,753.54,3053.31,4051.38,1479.77,2263.09,5984.76,11957.98,2220.53,3927.04,2946.54
R_2SkuuGwMxgxNm7f,4591.56,7532.72,7482.76,2408.87,1350.63,4389.62,3370.56,4126.41,1189.39,5239.05,6073.57,2956.92,5541.73,9059.3,18719.49,5199.66,6340.99,4493.06
R_2SlaR8lLO8QLNQQ,6720.22,11581.22,8527.76,3298.29,2274.3,7030.25,5026.68,5826.63,1881.74,8285.09,7510.53,3809.7,6360.64,12237.51,30982.21,5199.82,11522.01,7873.07
R_2sSCBs1qWLxHrC5,35142.29,60600.69,45370.53,16712.48,12767.28,37111.32,26312.64,30467.71,10060.86,42111.3,45381.55,20446.3,36501.83,72509.36,169588.82,32512.51,59281.86,40883.63
R_2sSePKvsEDsxqj7,3158.43,5528.63,4436.46,1481.08,1021.72,3336.39,2442.56,2884.57,909.57,3753.62,4715.8,1873.75,3480.34,7418.5,13535.79,3130.15,4434.77,3471.86
R_2tJwiqWi5c8l3AW,3319.14,5809.82,3641.07,1457,1237.27,3726.97,2395.73,2731.47,970.96,4077.17,3940.54,1884.17,2740.72,6293.77,17935.18,2452.6,6452.9,3955.31
R_2TpzXoD3bqHaTTc,3096.71,5364.23,3844.35,1506.63,1195.33,3261.03,2309.83,2682.42,884.52,3822.85,3699.03,1714.48,2930.13,5789.16,14946.93,2493.76,5328.33,3619.94
R_2TYklMocH7WKKn2,4153.84,7355.31,5580.15,2007.13,1305.91,4352.97,3150.82,3552.96,1132.89,5048.09,4632.32,2412.3,3838.67,7343.38,19855.32,3197.8,7364.11,4701.22
R_2uDo0OerZFZjz9W,10149.83,17589.41,12275.15,4772.24,3923.26,11219.46,7484.97,8702.93,2967.28,12248.33,13024.62,5997.54,10449.91,19706.01,53678.69,9552.91,19880.44,11919.54
R_2uU36YJKdDidULr,2374.39,4030.35,2795.05,1137.83,950.81,2601.14,1774.81,1998.23,721.76,2804.45,2876.32,1430.46,2480.58,4259.33,12709.38,2254.68,4178.86,2810.97
